"gameKey","college","minutes","athlete","fieldGoalsMade","fieldGoalsAttempted","threePointersMade","threePointersAttempted","freeThrowsMade","freeThrowsAttempted","offensiveRebounds","defensiveRebounds","totalRebounds","assists","turnovers","steals","blockedShots","personalFouls","pointsScored"
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Auburn",23,"Allen Payne",1,5,0,1,2,2,1, 2,3,2,1,0,1,0,4
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Auburn",10,"Jordon Granger",0,0,0,0,0,0,0, 0,0,0,1,0,0,1,0
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Auburn",24,"Asauhn Dixon-Tatum",1,3,0,0,0,1,3, 3,6,1,3,0,3,3,2
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Auburn",12,"Dion Wade",1,4,1,4,0,0,0, 2,2,0,1,1,0,5,3
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Auburn",27,"Tahj Shamsid-Deen",2,9,2,6,0,0,0, 0,0,2,2,0,1,2,6
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Auburn",8,"Alex Thompson",0,1,0,1,0,0,0, 1,1,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Auburn",19,"Malcolm Canada",2,5,0,1,3,4,0, 3,3,0,2,1,1,3,7
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Auburn",6,"Benas Griciunas",1,1,0,0,0,0,1, 1,2,0,0,0,0,0,2
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Auburn",6,"Matthew Atewe",0,1,0,0,0,0,1, 1,2,1,0,0,0,5,0
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",25,"DeAndre Kane",2,9,0,1,4,6,0, 3,3,7,0,1,1,2,8
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",28,"Melvin Ejim",5,12,0,4,4,4,2, 8,10,1,3,0,0,3,14
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",4,"Percy Gibson",2,2,0,0,0,0,0, 0,0,0,0,0,0,0,4
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",17,"Sherron Dorsey-Walker",1,3,1,3,0,0,1, 1,2,1,2,2,0,2,3
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",2,"Tyler Ellerman",0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",18,"Naz Long",4,9,3,7,0,0,0, 1,1,2,0,0,0,1,11
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",17,"Georges Niang",2,8,0,3,0,0,2, 1,3,3,3,0,0,5,4
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",24,"Monte Morris",3,7,2,4,4,4,0, 3,3,9,0,1,0,1,12
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",25,"Matt Thomas",4,9,4,8,2,2,0, 3,3,2,0,0,0,3,14
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",31,"Dustin Hogue",8,10,2,3,4,7,4, 12,16,1,1,1,0,0,22
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",4,"K.J. Bluford",1,2,1,2,0,0,0, 0,0,2,0,1,0,2,3
"http://sports.yahoo.com/ncaab/auburn-tigers-iowa-state-cyclones-201312020277","Iowa St.",5,"Daniel Edozie",1,2,0,0,2,2,0, 2,2,0,0,0,0,0,4
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Chattanooga",20,"Martynas Bareika",4,12,3,7,3,5,1, 4,5,0,2,0,0,1,14
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Chattanooga",27,"Lance Stokes",2,5,0,0,3,3,1, 4,5,0,2,2,0,2,7
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Chattanooga",21,"Z. Mason",1,9,0,3,2,4,0, 6,6,0,1,0,3,3,4
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Chattanooga",22,"Alex Bran",3,7,0,2,0,0,1, 2,3,1,0,0,0,1,6
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Chattanooga",5,"Andrew Houts",0,0,0,0,0,0,1, 1,2,0,1,0,0,1,0
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Chattanooga",13,"Casey Jones",0,3,0,0,2,2,1, 2,3,0,0,1,1,1,2
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Chattanooga",28,"Gee McGhee",4,10,1,2,0,0,2, 3,5,1,3,1,0,3,9
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Chattanooga",26,"Eric Robertson",5,9,3,3,0,0,1, 0,1,1,1,0,1,5,13
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Chattanooga",8,"Anthanee Doyle",0,2,0,0,0,0,1, 0,1,1,2,0,0,1,0
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Chattanooga",19,"Greg Pryor",0,6,0,2,0,2,0, 0,0,3,1,1,0,0,0
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Chattanooga",11,"T.J. Williams",0,1,0,0,1,2,1, 1,2,0,0,0,2,0,1
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",19,"Marcus Thornton",2,6,0,0,4,6,2, 7,9,1,0,1,1,1,8
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",20,"Donte' Williams",1,2,0,0,0,0,2, 3,5,1,0,1,2,2,2
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",7,"John Cannon",4,4,0,0,0,0,1, 0,1,0,0,0,0,2,8
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",10,"Tim Dixon",0,2,0,0,2,2,2, 2,4,0,0,0,2,1,2
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",17,"Nemanja Djurisic",6,7,1,2,1,2,1, 4,5,3,1,0,1,0,14
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",13,"Cameron Forte",4,8,0,1,0,0,2, 4,6,2,0,0,2,1,8
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",23,"Kenny Gaines",4,7,1,2,1,2,1, 1,2,4,1,1,2,2,10
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",7,"Houston Kessler",0,1,0,0,0,0,1, 1,2,1,0,0,0,1,0
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",9,"Charles Mann",1,3,0,2,0,1,0, 1,1,2,0,0,0,1,2
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",19,"Brandon Morris",4,7,0,1,1,3,1, 2,3,0,3,0,0,3,9
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",15,"Taylor Echols",1,6,1,4,0,0,0, 1,1,1,1,0,0,0,3
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",11,"J.J. Frazier",3,6,0,3,0,1,0, 1,1,0,1,2,0,1,6
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",10,"Kenny Paul Geno",1,2,1,1,1,2,1, 2,3,1,0,1,0,0,4
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",17,"Juwan Parker",3,5,1,2,4,4,0, 5,5,3,1,1,0,1,11
"http://sports.yahoo.com/ncaab/chattanooga-mocs-georgia-bulldogs-201312020230","Georgia",3,"Brandon Young",0,1,0,0,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Vanderbilt",29,"Kyle Fuller",1,5,0,1,0,0,0, 3,3,4,1,0,0,1,2
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Vanderbilt",22,"James Siakam",0,2,0,0,1,2,0, 1,1,1,1,1,1,4,1
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Vanderbilt",21,"Josh Henderson",5,8,0,0,2,2,2, 1,3,0,1,3,0,3,12
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Vanderbilt",31,"Rod Odom",4,10,2,6,1,2,6, 0,6,0,3,0,0,3,11
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Vanderbilt",26,"Dai-Jon Parker",3,9,2,5,0,0,0, 6,6,5,3,1,0,4,8
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Vanderbilt",4,"Shelby Moats",0,0,0,0,0,0,0, 1,1,0,0,1,0,0,0
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Vanderbilt",37,"Eric McClellan",5,14,1,7,11,15,0, 2,2,2,5,2,0,2,22
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Vanderbilt",18,"Damian Jones",2,5,0,0,0,0,0, 6,6,0,1,0,2,3,4
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Vanderbilt",12,"Luke Kornet",2,5,0,2,0,0,0, 4,4,1,0,0,0,1,4
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Texas",24,"Jonathan Holmes",2,6,1,2,4,5,3, 4,7,1,1,2,3,4,9
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Texas",29,"Javan Felix",4,8,2,3,2,2,0, 1,1,2,3,1,0,0,12
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Texas",32,"Demarcus Holland",4,11,1,3,3,7,0, 3,3,2,1,2,0,2,12
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Texas",9,"Prince Ibeh",1,3,0,0,0,0,1, 0,1,0,2,0,2,4,2
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Texas",22,"Connor Lammert",2,4,0,1,0,0,2, 4,6,2,0,1,0,1,4
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Texas",25,"Cameron Ridley",2,5,0,0,2,4,2, 4,6,0,3,0,1,3,6
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Texas",6,"Damarcus Croaker",0,1,0,1,0,0,0, 1,1,0,1,0,0,0,0
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Texas",31,"Isaiah Taylor",6,11,0,1,2,5,0, 5,5,8,2,0,0,2,14
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Texas",2,"Martez Walker",0,1,0,1,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/vanderbilt-commodores-texas-longhorns-201312020585","Texas",20,"Kendal Yancy",4,6,1,1,2,6,1, 5,6,0,1,1,0,2,11
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",27,"Ledrick Eackles",7,17,2,8,5,6,1, 4,5,4,4,4,0,2,21
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",14,"Brandon Regis",0,4,0,3,0,0,0, 1,1,4,0,0,0,1,0
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",23,"Adrian Fields",4,9,2,6,1,1,2, 1,3,0,0,1,0,0,11
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",34,"Kevin Hardy",6,10,3,4,2,2,2, 4,6,1,3,1,1,3,17
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",25,"Craig McFerrin",0,4,0,0,0,0,1, 3,4,0,2,0,0,1,0
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",18,"Shaun Johnson",2,8,2,6,0,0,0, 2,2,1,0,0,0,1,6
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",5,"Jordan Wells",0,1,0,1,0,0,0, 0,0,0,0,0,0,1,0
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",25,"Austin Lewis",0,0,0,0,0,0,1, 0,1,1,0,1,2,3,0
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",7,"Pete Kpan",0,0,0,0,0,0,0, 1,1,0,0,0,0,2,0
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",14,"Jamaya Burr",0,3,0,3,1,4,0, 0,0,1,1,0,0,0,1
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",3,"Lance Potier",0,2,0,1,0,0,1, 1,2,0,0,0,0,1,0
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","McNeese St.",5,"Andrija Milovanovic",1,3,1,2,0,0,0, 0,0,0,0,0,0,0,3
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",24,"Nick Russell",4,6,1,3,0,0,0, 3,3,4,1,0,1,0,9
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",18,"Shawn Williams",1,5,0,1,1,2,1, 2,3,0,1,1,1,1,3
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",11,"Crandall Head",2,2,1,1,1,2,0, 3,3,2,1,0,0,0,6
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",17,"Markus Kennedy",2,6,0,1,2,2,1, 4,5,1,1,2,0,1,6
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",25,"Nic Moore",5,6,5,5,0,0,1, 2,3,3,2,1,0,1,15
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",14,"Cannen Cunningham",2,3,0,0,4,4,0, 4,4,2,0,0,1,1,8
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",2,"Kevin Dunleavy, Jr.",1,1,0,0,0,0,0, 0,0,0,0,0,0,0,2
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",22,"Ryan Manuel",4,8,0,0,0,0,1, 4,5,4,1,0,1,4,8
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",14,"Sterling Brown",1,3,1,1,2,2,1, 5,6,0,0,1,0,1,5
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",18,"Keith Frazier",3,4,2,2,0,0,0, 1,1,1,3,0,0,1,8
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",20,"Ben Moore",6,7,0,0,0,1,2, 4,6,5,1,1,0,1,12
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",11,"Yanick Moreira",2,3,0,0,0,0,1, 1,2,1,2,0,0,0,4
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",2,"Jean-Micheal Mudiay",0,2,0,0,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/mcneese-state-cowboys-smu-mustangs-201312020515","SMU",2,"Jonathan Wilfong",1,1,0,0,0,0,0, 0,0,0,0,0,0,0,2
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",28,"Shaunessy Smith",1,5,0,3,0,0,0, 2,2,1,2,2,0,0,2
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",36,"LeAntwan Luckett",7,20,0,5,2,3,1, 0,1,5,5,0,0,5,16
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",16,"Anthony Evans",3,4,0,0,0,2,1, 0,1,2,0,0,0,0,6
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",6,"Tyrel Hunt",1,2,0,0,0,0,0, 0,0,0,0,0,0,2,2
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",40,"Devante Hampton",5,13,2,4,0,1,2, 3,5,3,0,1,0,3,12
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",13,"Josh Nicholas",1,1,0,0,0,0,1, 3,4,1,0,2,0,3,2
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",4,"Stephan Raquil",0,0,0,0,0,0,0, 0,0,0,0,0,0,1,0
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",25,"Marius Myles",1,4,0,0,0,0,5, 2,7,1,1,1,0,4,2
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",36,"Octavius Brown",3,9,2,4,2,2,3, 10,13,2,0,1,2,5,10
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",17,"George Thomas",2,2,0,0,0,0,0, 3,3,1,0,0,1,1,4
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",26,"Marquis Vance",5,10,2,3,2,4,0, 3,3,0,1,1,1,3,14
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Alcorn St.",3,"Corey Young",0,2,0,2,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",47,"Hunter Williams",3,16,2,11,2,2,1, 6,7,4,4,0,0,1,10
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",30,"Westley Hinton",6,11,0,4,3,4,5, 7,12,0,3,0,1,1,15
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",13,"Tevin Calhoun",0,4,0,0,0,1,0, 1,1,0,0,0,1,0,0
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",14,"Jeff Mullahey",0,5,0,2,0,0,2, 0,2,2,1,1,0,1,0
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",47,"Antoine Myers",4,7,0,0,11,12,1, 7,8,1,1,2,0,1,19
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",14,"Josh Warren",1,1,0,0,0,0,1, 1,2,0,0,0,0,2,2
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",9,"Kelton Ford",0,3,0,2,0,0,0, 0,0,1,0,0,0,1,0
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",34,"JC Bonny",3,7,1,4,5,6,2, 3,5,0,2,2,0,1,12
"http://sports.yahoo.com/ncaab/alcorn-state-braves-troy-trojans-201312020596","Troy",42,"Kevin Thomas",5,11,0,0,5,7,7, 5,12,1,3,1,2,3,15
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",39,"Holton Hunsaker",6,11,3,7,0,0,0, 2,2,6,4,1,0,2,15
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",36,"Zach Nelson",7,12,1,2,1,2,2, 11,13,3,4,1,3,3,16
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",32,"Ben Aird",7,11,0,0,4,4,0, 8,8,1,1,1,0,4,18
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",2,"Eli Robison",1,1,0,0,0,0,1, 0,1,0,0,0,0,2,2
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",32,"Mitch Bruneel",3,7,1,2,1,2,0, 2,2,1,0,0,0,5,8
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",27,"Keawe Enos",2,7,2,4,0,0,0, 0,0,5,2,1,0,4,6
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",20,"Hayes Garrity",1,6,0,1,0,0,0, 1,1,2,2,0,0,1,2
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",4,"Chad Ross",0,0,0,0,0,0,0, 0,0,0,0,0,0,0,0
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","Utah Valley",8,"Brenden Evans",0,1,0,1,0,0,0, 2,2,0,1,0,0,2,0
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",30,"Trevor Gruis",3,7,0,0,2,4,2, 2,4,2,1,0,1,4,8
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",35,"Trey Norris",3,10,0,1,0,0,1, 3,4,7,1,0,0,2,6
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",16,"Adam Thoseby",1,4,0,3,2,2,0, 2,2,1,1,0,1,2,4
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",31,"Brandon Bos",4,9,1,2,6,6,0, 1,1,1,3,0,0,0,15
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",19,"Tyler Larson",5,8,1,4,1,4,0, 5,5,0,0,0,0,2,12
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",17,"Casey Kasperbauer",1,2,0,0,0,0,0, 1,1,1,0,1,0,0,2
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",14,"Karim Rowson",2,2,0,0,3,7,1, 2,3,0,0,1,0,0,7
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",20,"Tyler Flack",4,7,0,1,2,5,2, 2,4,0,1,0,1,2,10
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",9,"Eric Robertson",2,3,0,0,0,0,2, 0,2,1,0,0,1,2,4
"http://sports.yahoo.com/ncaab/utah-valley-wolverines-south-dakota-coyotes-201312021458","South Dakota",9,"Tavian Pomlee",1,2,1,2,0,0,1, 2,3,0,2,0,0,1,3
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","W. Kentucky",24,"Brandon Harris",1,5,1,3,0,0,4, 3,7,3,1,0,0,4,3
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","W. Kentucky",6,"Aaron Adeoye",0,1,0,0,0,0,0, 1,1,0,0,0,0,4,0
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","W. Kentucky",20,"Kevin Kaspar",0,3,0,3,0,0,0, 3,3,1,0,0,0,0,0
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","W. Kentucky",14,"Nigel Snipes",0,2,0,0,0,0,0, 1,1,1,2,0,0,1,0
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","W. Kentucky",33,"George Fant",4,14,0,0,3,11,5, 3,8,1,0,2,3,2,11
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","W. Kentucky",36,"T.J. Price",7,23,5,16,5,6,2, 2,4,0,5,4,0,4,24
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","W. Kentucky",13,"Aleksej Rostov",1,2,0,0,0,3,1, 2,3,0,0,0,1,3,2
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","W. Kentucky",18,"Payton Hulsey",1,2,1,2,0,0,3, 2,5,4,2,0,0,2,3
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","W. Kentucky",12,"Brandon Price",3,3,1,1,1,2,1, 1,2,1,2,0,0,2,8
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","W. Kentucky",24,"Ben Lawson",4,6,0,1,3,5,1, 3,4,1,1,0,2,4,11
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","Bowling Green",37,"Anthony Henderson",3,6,3,5,3,4,1, 1,2,1,0,1,0,3,12
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","Bowling Green",28,"Craig Sealey",5,11,0,0,3,4,4, 4,8,0,0,1,2,2,13
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","Bowling Green",14,"Cameron Black",0,1,0,0,0,2,0, 5,5,0,1,0,0,4,0
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","Bowling Green",33,"Jehvon Clarke",3,10,0,2,3,4,2, 1,3,6,4,2,2,1,9
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","Bowling Green",7,"Josh Gomez",0,1,0,1,1,2,0, 1,1,0,0,0,1,3,1
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","Bowling Green",2,"Damarkeo Lyshe",0,0,0,0,0,0,0, 1,1,0,0,0,0,1,0
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","Bowling Green",36,"Spencer Parker",5,7,1,2,9,12,1, 5,6,3,6,2,0,5,20
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","Bowling Green",31,"Richaun Holmes",4,10,1,1,9,10,1, 6,7,0,1,1,5,3,18
"http://sports.yahoo.com/ncaab/western-kentucky-hilltoppers-bowling-green-falcons-201312020061","Bowling Green",12,"JD Tisdale",0,0,0,0,1,4,0, 1,1,4,2,1,0,4,1
